PROCEDIMENTO;RN_alteracao;VIGENCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
VIDEO-LARINGO-ESTROBOSCOPIA COM ENDOSCOPIO FLEXIVEL OU RIGIDO;;;;AMB;HCO;HSO;REF;;;ENDOSCOPIA DIAGNOSTICA OU INTERVENCIONISTA;ENDOSCOPICOS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
3-METIL HISTIDINA, DOSAGEM NO SORO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
5-NUCLEOTIDASE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACETILCOLINESTERASE, EM ERITROCITOS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO ASCORBICO VITAMINA C;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO CITRICO CITRATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO FOLICO FOLATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO LACTICO LACTATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO OROTICO OROTATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO OXALICO OXALATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO PIRUVICO PIRUVATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO SIALICO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO URICO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDO VALPROICO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDOS GRAXOS LIVRES;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACIDOS ORGANICOS PERFIL QUANTITATIVO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ACILCARNITINAS, PERFIL QUALITATIVO EOU QUANTITATIVO COM ESPECTROMETRIA DE MASSA EM TANDEM COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;2;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ALBUMINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ALDOLASE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ALFA-1-ANTITRIPSINA, DOSAGEM NO SORO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ALFA-1-GLICOPROTEINA ACIDA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ALFA-2-MACROGLOBULINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ALFA-FETOPROTEINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ALUMINIO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
AMILASE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
AMILASE TOTAL E PANCREATICA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
AMILOIDOSE - TTR;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
AMINOACIDOS, FRACIONAMENTO E QUANTIFICACAO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
AMONIA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
AMP - CICLICO NEFROGENICO SANGUE E URINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
APOLIPOPROTEINA A APO A;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
APOLIPOPROTEINA B APO B;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BETA-GLICURONIDASE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BICARBONATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BILIRRUBINAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CALCIO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CALCIO IONICO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CAPACIDADE DE FIXACAO DE FERRO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CARNITINA LIVRE - PESQUISA EOU DOSAGEM;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CARNITINA TOTAL E FRACOES - PESQUISA EOU DOSAGEM;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CARNITINA - PESQUISA EOU DOSAGEM;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CAROTENO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CATECOLAMINAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CERULOPLASMINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE ACIDO URICO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE CREATININA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE FOSFATO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLEARANCE DE UREIA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CLORO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COBRE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL HDL;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL LDL;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL VLDL;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COLESTEROL TOTAL;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATININA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE - CK MASSA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE - FRACAO MB;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CREATINO FOSFOQUINASE - FRACAO MB - ATIVIDADE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CURVA GLICEMICA 4 DOSAGENS VIA ORAL OU ENDOVENOSA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE ALFA-HIDROXIBUTIRICA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE GLUTAMICA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE LACTICA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DESIDROGENASE LACTICA - ISOENZIMAS FRACIONADAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RAZAO DO TESTE sFltPLGF COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;139;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTIMICROBIANOS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTICONVULSIVANTES;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTIDEPRESSIVOS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE BARBITURICOS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BARBITURATOS, PESQUISA EOU DOSAGEM NA URINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE BENZODIAZEPINICOS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE DIGITALICOS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE IMUNOSSUPRESSORES;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE ANTIARRITMICOS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOSAGEM DE TEOFILINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE GLICOPROTEINAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE LIPOPROTEINAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE PROTEINAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ELETROFORESE DE PROTEINAS DE ALTA RESOLUCAO COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;22;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ENOLASE NEURONIO-ESPECIFICA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ETOSUXIMIDA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FENILALANINA, DOSAGEM;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FERRITINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FERRO SERICO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ACIDA FRACAO PROSTATICA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ACIDA TOTAL;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA COM FRACIONAMENTO DE ISOENZIMAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA FRACAO OSSEA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFATASE ALCALINA TERMO-ESTAVEL;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFORO;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FOSFORO, PROVA DE REABSORCAO TUBULAR;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FRUTOSAMINAS PROTEINAS GLICOSILADAS;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
FRUTOSE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GALACTOSE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GALACTOSE-1-FOSFATO URIDILTRANSFERASE COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;26;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GAMA-GLUTAMIL TRANSFERASE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GASOMETRIA PH, PCO2, TCO2, PO2, SAT O2, HCO3, EXCESSO DE BASE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLICEMIA APOS SOBRECARGA COM GLICOSE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLICOSE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLICOSE-6-FOSFATO DESIDROGENASE G6PD;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
GLOBULINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HAPTOGLOBINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HEMOGLOBINA GLICOSILADA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HEMOGLOBINA PLASMATICA LIVRE;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HEXOSAMINIDASE A, DOSAGEM;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HIDROXIPROLINA;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HOMOCISTINA, DOSAGEM;;;;AMB;HCO;HSO;REF;;;BIOQUIMICA SANGUE, URINA E OUTROS MATERIAIS;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
